dala,4.6,GAME,15
mirnyy,4.1,BUSINESS,15
novyy,4.4,GAME,15
novyy,4.0,FAMILY,15
dala,4.6,FAMILY,15
mirnyy,4.5,TOOLS,15
mirnyy,4.6,FAMILY,15
novyy,4.4,PRODUCTIVITY,15
novyy,4.2,PRODUCTIVITY,15
novyy,4.3,COMMUNICATION,15
vinogradovka,4.4,GAME,15
novyy,4.2,GAME,15
novillo,4.6,FAMILY,15
mirnyy,4.0,FAMILY,15
novyy,4.2,FAMILY,15
novyy,3.4,TOOLS,15
ortigueira,4.6,GAME,15
mirnyy,4.4,SPORTS,15
vinogradovka,4.5,GAME,15
ortigueira,4.4,FAMILY,15
avakubi,4.5,GAME,14
wab,4.3,GAME,14
smolyan,4.4,GAME,14
la canada,4.6,HEALTH_AND_FITNESS,14
taquari,4.6,GAME,14
mawila,4.1,FAMILY,14
bischdorf,4.5,GAME,14
los pozones,4.5,GAME,14
glubokoye,4.5,GAME,14
pereque,4.5,GAME,14
la luz,4.5,GAME,14
nepanepa,4.5,GAME,14
wangjia,4.6,GAME,14
hoxhaj,4.4,GAME,14
daniel,4.4,GAME,14
la chacara,4.6,FAMILY,14
mawila,4.4,GAME,14
bharu,4.1,FAMILY,14
san blas,4.3,FAMILY,14
baker,4.1,DATING,14
bharu,4.4,GAME,14
sunjiaping,4.4,GAME,14
la canada,4.4,GAME,14
la canada,4.6,GAME,14
algodao,4.3,FAMILY,14
galiyevka,4.6,GAME,13
kaiyun,4.5,GAME,13
kalinovka,4.6,FAMILY,12
kala,4.4,SPORTS,12
auburn,4.2,GAME,12
kala,4.0,SHOPPING,12
harwood,4.7,GAME,12
la canada,4.3,GAME,12
toutaolatzuho,4.5,GAME,12
dolores,4.2,MEDICAL,12
saenmal,4.0,FAMILY,12
novotroitskoye,4.5,TOOLS,12
auburn,4.6,GAME,12
mawila,4.5,FAMILY,12
novotroitskoye,4.2,GAME,12
asan,4.5,HEALTH_AND_FITNESS,12
glubokoye,4.5,FAMILY,12
saenmal,4.5,GAME,12
vinogradovka,4.5,SPORTS,12
ivanovka,4.5,FAMILY,12
novillo,4.4,FAMILY,12
bessemer,4.0,NEWS_AND_MAGAZINES,12
kala,4.0,GAME,12
ivanovka,4.4,FAMILY,12
parshino,4.4,GAME,12
mariaposching,4.3,FAMILY,12
vinogradovka,4.2,PERSONALIZATION,12
flores,4.6,GAME,12
baker,4.6,GAME,12
dolores,4.7,GAME,12
asan,4.6,HEALTH_AND_FITNESS,12
kala,4.6,GAME,12
dala,4.3,GAME,12
kala,3.9,FAMILY,12
ortigueira,4.5,HEALTH_AND_FITNESS,12
batakan,4.3,FAMILY,12
flores,4.4,PRODUCTIVITY,12
flores,4.5,PHOTOGRAPHY,12
calera,4.5,GAME,12
mawila,4.7,FAMILY,12
quinua,4.4,PRODUCTIVITY,12
kalinovka,4.5,FAMILY,12
vinogradovka,4.2,FINANCE,12
semenovskiy,4.5,GAME,12
kalinovka,4.4,EDUCATION,12
kalinovka,4.3,NEWS_AND_MAGAZINES,12
novillo,4.5,GAME,12
cirpan,4.5,GAME,12
la canada,4.4,FAMILY,12
flores,4.7,GAME,12
bessemer,4.3,COMMUNICATION,12
novillo,4.4,EDUCATION,12
vinogradovka,4.0,COMMUNICATION,12
el coyote,4.5,FAMILY,12
novillo,4.3,FAMILY,12
asan,4.7,FAMILY,12
namnice,4.6,GAME,12
ridgewood,4.2,TOOLS,12
san blas,4.2,FAMILY,12
kalinovka,4.2,DATING,12
san blas,4.4,GAME,12
ortigueira,4.6,HEALTH_AND_FITNESS,12
bessemer,4.2,GAME,12
novotroitskoye,4.4,FAMILY,12
bischdorf,4.6,GAME,12
dolores,4.4,PERSONALIZATION,12
vinogradovka,4.3,FAMILY,12
longtang,4.3,FAMILY,12
kalinovka,4.3,PRODUCTIVITY,12
parshino,4.5,GAME,12
lipovka,4.4,GAME,12
vinogradovka,3.9,FAMILY,12
taquari,3.9,FAMILY,12
ortigueira,4.6,PRODUCTIVITY,12
longtang,4.5,GAME,12
harwood,4.4,FAMILY,12
maleves-sainte-marie-wastines,4.6,GAME,12
dolores,4.5,PERSONALIZATION,12
lipovka,4.3,GAME,12
vinogradovka,4.5,HEALTH_AND_FITNESS,12
los pozones,4.6,GAME,12
kotatinggal,4.5,GAME,12
asan,4.1,DATING,12
asan,4.3,GAME,12
saenmal,4.6,FAMILY,12
dolores,3.9,TOOLS,12
ivanovka,4.2,FAMILY,12
lipovka,4.3,FAMILY,12
wab,4.6,GAME,12
algodao,4.4,GAME,12
calera,4.6,GAME,12
harwood,4.2,FAMILY,12
dala,4.3,PERSONALIZATION,12
bessemer,4.3,FAMILY,12
el pital,4.4,FAMILY,12
phumi kaoh ta kiev,4.5,GAME,11
dungyoi,4.4,GAME,11
corregimiento albania,4.5,GAME,11
lengshuichen,4.5,GAME,11
south clippinger,4.6,GAME,11
wuru,4.4,GAME,11
derryloughaun,4.5,GAME,11
garun,4.5,GAME,11
oulad zayda,4.4,GAME,11
toptykovo,4.4,GAME,11
tirpar,4.3,FAMILY,11
sandkraalspoort,4.5,GAME,11
darah-ye baykh,4.5,GAME,11
san francisco,4.1,MEDICAL,10
krutenkiy,4.3,FAMILY,10
novyy,4.0,HEALTH_AND_FITNESS,10
san francisco,3.6,PRODUCTIVITY,10
san francisco,4.1,LIBRARIES_AND_DEMO,10
novyy,3.5,HEALTH_AND_FITNESS,10
tangan,4.3,GAME,10
san francisco,4.0,BEAUTY,10
mirnyy,4.4,FINANCE,10
san francisco,4.0,DATING,10
novyy,4.1,PERSONALIZATION,10
hoxhaj,4.3,FAMILY,10
mawila,4.4,FAMILY,10
san francisco,3.9,FINANCE,10
mawila,4.6,FAMILY,10
mirnyy,4.2,GAME,10
san francisco,4.4,HEALTH_AND_FITNESS,10
san francisco,3.4,COMMUNICATION,10
mirnyy,4.1,FAMILY,10
san francisco,4.5,SOCIAL,10
maria luisa,4.6,GAME,10
novyy,4.7,MEDICAL,10
san francisco,4.0,HOUSE_AND_HOME,10
panenjoan kidul,4.4,GAME,10
san francisco,4.6,HOUSE_AND_HOME,10
san francisco,3.8,MEDICAL,10
san francisco,4.3,PHOTOGRAPHY,10
chorrillos,4.5,GAME,10
platon mat,4.5,GAME,10
sunjiaping,4.6,GAME,10
mawila,4.1,SHOPPING,10
san francisco,4.1,NEWS_AND_MAGAZINES,10
los pozones,4.3,GAME,10
cirpan,4.6,TOOLS,10
novyy,3.9,TOOLS,10
san blas,4.2,GAME,10
san francisco,3.3,HEALTH_AND_FITNESS,10
baker,4.6,FAMILY,10
san francisco,4.1,PERSONALIZATION,10
novyy,4.7,BOOKS_AND_REFERENCE,10
castillo de garcimunoz,4.3,GAME,10
san francisco,3.9,DATING,10
novyy,4.5,PHOTOGRAPHY,10
mirnyy,4.4,BOOKS_AND_REFERENCE,10
pilon,4.6,TOOLS,10
fischbach,4.6,GAME,10
san francisco,4.7,PARENTING,10
san francisco,3.9,COMMUNICATION,10
san francisco,4.2,MAPS_AND_NAVIGATION,10
novyy,4.7,FOOD_AND_DRINK,10
chorrillos,4.4,GAME,10
daniel,4.6,HEALTH_AND_FITNESS,10
kabala,4.3,FAMILY,10
mirnyy,4.5,FAMILY,10
kyurdshaban,4.5,GAME,10
san francisco,5.0,TOOLS,10
shiy,4.5,GAME,10
novyy,4.5,FAMILY,10
gigard,4.3,GAME,10
san francisco,3.8,BUSINESS,10
novyy,4.3,MEDICAL,10
birevo,4.4,GAME,10
san francisco,4.3,AUTO_AND_VEHICLES,10
mirnyy,4.1,DATING,10
san francisco,3.9,PERSONALIZATION,10
novyy,4.5,MEDICAL,10
novyy,4.8,FAMILY,10
shaka,4.4,GAME,10
san francisco,4.1,GAME,10
mirnyy,4.4,PERSONALIZATION,10
bade subandia mougati,4.3,FAMILY,10
ali mboko,4.4,GAME,10
san francisco,3.2,COMICS,10
mirnyy,4.4,EDUCATION,10
mirnyy,4.0,SOCIAL,10
novyy,3.5,MEDICAL,10
j and e junction,4.6,GAME,10
san francisco,4.4,LIFESTYLE,10
san francisco,4.5,COMICS,10
san francisco,4.2,PERSONALIZATION,10
san francisco,4.4,PERSONALIZATION,10
novyy,4.1,PHOTOGRAPHY,10
san francisco,3.1,FAMILY,10
sysuyevo,4.5,GAME,10
san francisco,4.5,BOOKS_AND_REFERENCE,10
san francisco,3.1,PRODUCTIVITY,10
novyy,4.3,FINANCE,10
mawila,4.6,GAME,10
mawila,4.2,FAMILY,10
wab,4.4,FAMILY,10
onokhino,4.5,FAMILY,10
san francisco,4.5,PERSONALIZATION,10
novyy,4.6,PERSONALIZATION,10
batulaka,4.6,GAME,10
san francisco,3.7,COMMUNICATION,10
san francisco,4.3,PRODUCTIVITY,10
auburn,4.6,FAMILY,10
kampong burong pingai berakas,4.4,FAMILY,10
park springs,4.4,GAME,10
san francisco,4.5,EDUCATION,10
san francisco,4.5,SPORTS,10
baker,4.6,HEALTH_AND_FITNESS,10
la chacara,4.4,GAME,10
san francisco,4.1,PRODUCTIVITY,10
san francisco,4.1,DATING,10
san francisco,4.6,COMMUNICATION,10
san francisco,4.1,LIFESTYLE,10
san francisco,3.7,HEALTH_AND_FITNESS,10
san francisco,3.1,TRAVEL_AND_LOCAL,10
san francisco,3.9,FAMILY,10
san francisco,4.2,ART_AND_DESIGN,10
bugrovoye,4.3,FAMILY,10
la chacara,4.1,FAMILY,10
longtang,4.6,GAME,10
shaka,4.3,GAME,10
san francisco,4.3,SHOPPING,10
san francisco,4.8,SOCIAL,10
kamari,4.6,GAME,10
caracanga,4.5,GAME,10
novyy,4.4,MAPS_AND_NAVIGATION,10
san francisco,3.6,NEWS_AND_MAGAZINES,10
lipovka,4.0,FAMILY,10
san francisco,4.5,NEWS_AND_MAGAZINES,10
san francisco,4.7,SOCIAL,10
san francisco,3.1,BUSINESS,10
pilon,4.4,GAME,10
san francisco,4.0,COMMUNICATION,10
mirnyy,4.3,GAME,10
landes-le-gaulois,4.5,GAME,10
thac yang,4.4,GAME,10
mirnyy,4.3,PRODUCTIVITY,10
mirnyy,4.3,FINANCE,10
ait laasri,4.4,BOOKS_AND_REFERENCE,10
san francisco,3.5,PERSONALIZATION,10
san francisco,3.7,FAMILY,10
san francisco,4.1,FAMILY,10
longtang,4.1,DATING,10
pereque,4.2,GAME,10
san francisco,4.5,FOOD_AND_DRINK,10
todu,4.4,GAME,10
san francisco,4.6,PERSONALIZATION,10
mandongni,4.5,GAME,10
rancho grande,4.4,GAME,10
novyy,4.6,HEALTH_AND_FITNESS,10
mirnyy,4.7,BOOKS_AND_REFERENCE,10
ait laasri,4.5,GAME,10
seyf od din kheyl,4.6,GAME,10
san francisco,4.3,FINANCE,10
nepanepa,4.6,GAME,10
baker,4.3,FAMILY,10
san francisco,4.2,DATING,10
sunjiaping,4.5,GAME,10
mirnyy,4.2,PHOTOGRAPHY,10
namjong,4.4,GAME,10
oxford mills,4.5,GAME,10
san francisco,4.2,VIDEO_PLAYERS,10
hoxhaj,4.4,FAMILY,10
san francisco,4.6,MEDICAL,10
novyy,4.1,DATING,10
la verbena,4.2,FAMILY,10
los pozones,4.5,FAMILY,10
san francisco,3.4,GAME,10
olenesovkhoz,4.3,FAMILY,10
san francisco,4.5,COMMUNICATION,10
dagaudu,4.3,FAMILY,10
san francisco,5.0,BUSINESS,10
san blas,4.4,TRAVEL_AND_LOCAL,10
bostankent,4.5,GAME,10
guzarli,4.5,GAME,10
san francisco,4.3,TRAVEL_AND_LOCAL,10
san francisco,4.0,GAME,10
san francisco,4.0,FINANCE,10
sebille manor,4.5,GAME,10
kabala,4.2,TOOLS,10
phum dar,4.4,GAME,10
san francisco,3.8,VIDEO_PLAYERS,10
san francisco,3.9,SPORTS,10
taowan,4.5,GAME,10
ust-zhuya,4.3,FAMILY,10
veklahti,4.6,FAMILY,10
san francisco,4.3,SOCIAL,10
san francisco,4.4,FINANCE,10
hongmiaodu,4.5,GAME,10
mirnyy,4.3,COMMUNICATION,10
novyy,3.9,FAMILY,10
mawila,4.2,GAME,10
el pital,4.3,COMMUNICATION,10
san francisco,4.1,SPORTS,10
san francisco,4.3,LIFESTYLE,10
san francisco,3.8,MAPS_AND_NAVIGATION,10
satir,4.3,GAME,10
san francisco,3.9,NEWS_AND_MAGAZINES,10
la verbena,4.1,TOOLS,10
mirnyy,3.7,PARENTING,10
san francisco,4.0,NEWS_AND_MAGAZINES,10
san francisco,4.6,PRODUCTIVITY,10
arge,4.4,GAME,10
novyy,4.3,PHOTOGRAPHY,10
khe xuyen,4.6,GAME,10
lugansk,4.5,GAME,10
semenovskiy,4.5,FAMILY,10
hazar khani-ye `olya,4.3,FAMILY,10
novyy,4.4,PHOTOGRAPHY,10
pereque,4.6,GAME,10
san francisco,4.6,FAMILY,10
wangjia,4.5,FAMILY,10
rancho grande,4.6,GAME,10
san francisco,3.9,ENTERTAINMENT,10
san francisco,4.4,VIDEO_PLAYERS,10
san francisco,4.7,TOOLS,10
lynn,4.3,GAME,10
longtang,4.5,FAMILY,10
el coyote,4.4,GAME,10
maria luisa,4.3,FAMILY,10
san francisco,4.3,FOOD_AND_DRINK,10
kalvhed,4.6,GAME,10
san francisco,4.2,SPORTS,10
san francisco,4.1,EVENTS,10
san francisco,4.3,BOOKS_AND_REFERENCE,10
ibrayevskiy,4.4,PRODUCTIVITY,10
el coyote,4.3,FAMILY,10
kot jit singhwala,4.4,GAME,10
harwood,4.3,SPORTS,9
bessemer,4.6,SHOPPING,9
ngulungo,4.4,GAME,9
bessemer,4.5,GAME,9
garvao,4.2,TOOLS,9
yefima charushnikova,4.5,GAME,9
santhie mam gor,4.5,GAME,9
parshino,4.2,TOOLS,9
saenmal,4.5,FAMILY,9
el kihichiine,4.4,GAME,9
howz-e qurban `ali,4.5,FAMILY,9
zhaizi,4.3,FAMILY,9
harwood,4.5,NEWS_AND_MAGAZINES,9
vinogradovka,4.4,PHOTOGRAPHY,9
novillo,4.2,GAME,9
mineral point,4.5,FAMILY,9
greensboro,4.6,GAME,9
ahigbe koffikro,4.5,GAME,9
kayemkhola,4.5,GAME,9
tilalmastanya,4.6,GAME,9
bessemer,4.3,FINANCE,9
novillo,4.6,HEALTH_AND_FITNESS,9
vinogradovka,4.3,COMMUNICATION,9
canebay,4.3,FAMILY,9
mir khane,4.4,GAME,9
harwood,4.4,GAME,9
ortigueira,4.1,FAMILY,9
salgar,4.3,FAMILY,9
ortigueira,4.3,FINANCE,9
vinogradovka,4.1,FINANCE,9
cumuy,4.4,GAME,9
nalivkino,4.5,GAME,9
parshino,4.0,HEALTH_AND_FITNESS,9
ivanovka,4.5,MEDICAL,9
novillo,4.0,SHOPPING,9
dala,4.5,SOCIAL,9
ivanovka,4.1,GAME,9
ridgewood,4.3,COMMUNICATION,9
yabachi,4.6,GAME,9
bessemer,4.2,TOOLS,9
darband-e garband,4.5,GAME,9
saenmal,3.7,FAMILY,9
shishanling,4.3,FAMILY,9
asan,4.4,FAMILY,9
bessemer,4.4,GAME,9
semampir barat,4.3,FAMILY,9
umm shalabiya,4.5,FAMILY,9
vinogradovka,3.4,GAME,9
bessemer,4.6,GAME,9
asan,4.3,PRODUCTIVITY,9
shangmixi,4.5,GAME,9
namjong,4.5,GAME,9
bessemer,4.7,GAME,9
saenmal,4.0,HEALTH_AND_FITNESS,9
saenmal,4.2,MEDICAL,9
lelice,4.5,GAME,9
ivanovka,4.5,SHOPPING,9
calera,4.3,FAMILY,9
novillo,3.7,FAMILY,9
vysokyy,4.6,GAME,9
vinogradovka,4.6,GAME,9
harwood,4.7,EDUCATION,9
chamwanamuma,4.4,FAMILY,9
calera,4.4,PHOTOGRAPHY,9
novotroitskoye,4.4,GAME,9
saenmal,4.3,PERSONALIZATION,9
eigenbilzen,4.4,GAME,9
mioluiot,4.5,GAME,9
yangsani,4.5,GAME,9
vinogradovka,4.5,ENTERTAINMENT,9
parshino,4.2,GAME,9
zarenai,4.6,GAME,9
saenmal,4.6,HEALTH_AND_FITNESS,9
daleri,4.6,GAME,9
novotroitskoye,4.6,SHOPPING,9
ortigueira,4.1,SHOPPING,9
matancillas,4.5,GAME,9
bessemer,4.4,PHOTOGRAPHY,9
arikula,4.4,GAME,9
vinogradovka,4.6,FINANCE,9
ibrayevskiy,4.3,FAMILY,9
tirpar,4.5,GAME,9
bayandur,4.6,GAME,9
calera,4.0,FAMILY,9
ivanovka,4.7,FAMILY,9
calera,4.3,GAME,9
harwood,4.3,GAME,9
injarene,4.5,GAME,9
harwood,4.4,HEALTH_AND_FITNESS,9
plonka matyski,4.4,GAME,9
bessemer,4.4,FAMILY,9
el redomon,4.4,GAME,9
kapa,4.4,GAME,9
dala,4.4,PRODUCTIVITY,9
canebay,4.5,GAME,9
novillo,3.9,FINANCE,9
gazara,4.3,FAMILY,9
la vallee,4.3,GAME,9
neyzeh-ye vasat,4.4,GAME,9
dala,4.4,FAMILY,9
harwood,4.3,HOUSE_AND_HOME,9
komedpur,4.5,GAME,9
ortigueira,4.4,PERSONALIZATION,9
ortigueira,5.0,FAMILY,9
serga,4.6,GAME,9
namnice,4.5,GAME,9
ridgewood,4.3,FAMILY,9
vinogradovka,4.3,TOOLS,9
buyukfindik,4.6,GAME,9
anat-kinyary,4.5,GAME,9
derryloughaun,4.4,GAME,9
novotroitskoye,4.6,PERSONALIZATION,9
santa domingo,4.4,GAME,9
asan,4.2,TOOLS,9
orlyne,4.6,GAME,9
kakonkaha,4.6,GAME,9
tupitsyno,4.5,FAMILY,9
dala,4.4,FINANCE,9
kampong bunggor,4.5,GAME,9
dala,4.6,HEALTH_AND_FITNESS,9
popowo,4.5,GAME,9
novotroitskoye,4.1,GAME,9
ungwan kasua,4.4,GAME,9
bessemer,4.3,GAME,9
ortigueira,4.4,PRODUCTIVITY,9
asan,4.2,FINANCE,9
el rumbo,4.3,FAMILY,9
ortigueira,4.2,FINANCE,9
vinogradovka,4.2,PRODUCTIVITY,9
postarnacul,4.5,GAME,9
garun,4.6,GAME,9
lieske,4.4,FAMILY,9
dala,4.3,PHOTOGRAPHY,9
saenmal,4.4,HEALTH_AND_FITNESS,9
vinogradovka,4.4,HEALTH_AND_FITNESS,9
qoliabad,4.3,FAMILY,9
slapaberzio,4.5,FAMILY,9
ivanovka,4.4,GAME,9
ivanovka,4.3,EDUCATION,9
payindakhune,4.5,GAME,9
harwood,4.1,ENTERTAINMENT,9
novotroitskoye,4.4,PHOTOGRAPHY,9
vinogradovka,4.3,TRAVEL_AND_LOCAL,9
ortigueira,4.2,FAMILY,9
malaszewicze wielkie,4.5,GAME,9
sobeshchytse,4.4,GAME,9
calera,4.2,FAMILY,9
postash,4.3,FAMILY,9
dawr,4.4,GAME,9
novillo,4.7,GAME,9
kandhara,4.4,GAME,9
novotroitskoye,4.6,FAMILY,9
bessemer,4.0,FAMILY,9
ivanovka,4.4,COMMUNICATION,9
yongna gongshe,4.5,GAME,9
yuanduan,4.4,GAME,9
jamner,4.4,GAME,9
asan,4.2,FAMILY,9
saenmal,4.4,MEDICAL,9
toutaolatzuho,4.3,FAMILY,9
dala,4.2,FAMILY,9
novotroitskoye,4.6,HEALTH_AND_FITNESS,9
tilalmastanya,4.5,GAME,9
el regate,4.5,GAME,9
novotroitskoye,4.4,HEALTH_AND_FITNESS,9
ortigueira,4.3,FAMILY,9
calera,5.0,BUSINESS,9
kayemkhola,4.4,GAME,9
ortigueira,4.3,PHOTOGRAPHY,9
ortigueira,4.2,GAME,9
saenmal,4.4,FAMILY,9
calera,4.3,PERSONALIZATION,9
yermoshki,4.5,GAME,9
as sharazah,4.3,FAMILY,9
oemboelan waikroe,4.6,GAME,9
asan,4.2,GAME,9
ban rmat,4.5,GAME,9
salgar,4.1,FAMILY,9
xiaogushan,4.4,FAMILY,9
ivanovka,3.8,FAMILY,9
la neuville-en-tourne-a-fuy,4.5,GAME,9
dolores,4.7,FINANCE,8
el kihichiine,4.6,GAME,8
mbourou,4.3,FAMILY,8
simri bakhtiarpur,4.6,GAME,8
baker,4.3,GAME,8
lynn,4.2,GAME,8
bhalli,4.5,GAME,8
kala,4.5,MEDICAL,8
dolores,4.4,COMMUNICATION,8
auburn,4.7,FAMILY,8
gidan ango,4.5,FAMILY,8
saint-didier-des-bois,4.5,FAMILY,8
mawila,4.0,GAME,8
redkino,4.4,GAME,8
semenovskiy,4.4,GAME,8
tahaupu,4.5,GAME,8
xiaogushan,4.4,GAME,8
grillos,4.5,FAMILY,8
portiella,4.3,FAMILY,8
sihu,4.5,GAME,8
las pozas,3.8,FAMILY,8
los pozones,4.4,FAMILY,8
redkino,4.2,FAMILY,8
dolores,4.5,HEALTH_AND_FITNESS,8
ez zarayeb,4.5,GAME,8
lonce,4.5,GAME,8
dolores,4.1,PERSONALIZATION,8
dolores,4.2,GAME,8
algodao,4.5,GAME,8
daoshiqiao,4.4,GAME,8
mossoum ii,4.5,GAME,8
shahrak-e elaheh rudehen,4.4,GAME,8
mbunja,4.3,GAME,8
yatheyaung,4.4,GAME,8
biaboye,4.5,GAME,8
mawila,4.3,GAME,8
kweyni,4.5,GAME,8
chucheh `ali,4.4,GAME,8
cirpan,4.2,FAMILY,8
glubokoye,4.4,BUSINESS,8
kala,4.3,COMMUNICATION,8
grahams valley,4.3,GAME,8
hongmiaodu,4.3,GAME,8
jrukung,4.3,FAMILY,8
auayan,4.6,GAME,8
ulendy-kol,4.5,GAME,8
lynn,4.4,GAME,8
lynn,4.5,PHOTOGRAPHY,8
soledade,4.5,GAME,8
kamari,4.6,PRODUCTIVITY,8
zhily,4.5,GAME,8
longtang,4.6,FAMILY,8
sandkraalspoort,4.6,GAME,8
woodhouse,4.4,FAMILY,8
flores,4.5,SHOPPING,8
lechugas,4.3,FAMILY,8
karatay,4.4,FAMILY,8
yefima charushnikova,4.3,FAMILY,8
kabala,4.6,GAME,8
flores,3.9,HEALTH_AND_FITNESS,8
algodao,4.6,HEALTH_AND_FITNESS,8
baker,4.5,FAMILY,8
dolores,4.8,HEALTH_AND_FITNESS,8
redkino,4.5,GAME,8
rancho grande,4.5,FAMILY,8
redkino,4.2,GAME,8
shaka,4.6,FAMILY,8
dolores,4.4,SPORTS,8
mariposa,4.5,GAME,8
kasang,4.3,FAMILY,8
kalinovka,4.4,BOOKS_AND_REFERENCE,8
el coyote,4.3,TOOLS,8
surkh ab,4.5,GAME,8
ban wang pong,4.5,GAME,8
la verbena,4.3,MEDICAL,8
las pozas,4.4,GAME,8
rancho grande,4.2,COMMUNICATION,8
kap chker,4.6,GAME,8
sir`il,4.3,FAMILY,8
taj abad sofla,4.5,GAME,8
ait laasri,4.3,COMMUNICATION,8
cafuani,4.5,GAME,8
akhali-afoni,4.5,GAME,8
vazdeh,4.3,FAMILY,8
mawila,4.3,FAMILY,8
usakino,4.3,FAMILY,8
kamari,4.3,EDUCATION,8
lynn,4.5,MEDICAL,8
flores,4.2,FINANCE,8
dukuri,4.5,FAMILY,8
purwa deoki,4.5,GAME,8
troon,4.3,FAMILY,8
kala,4.1,BUSINESS,8
kalinovka,4.3,TOOLS,8
sunjiaping,4.2,SPORTS,8
ait laasri,5.0,FAMILY,8
ait laasri,4.2,COMMUNICATION,8
norovce,4.4,GAME,8
pereque,4.2,FAMILY,8
tangan,4.6,GAME,8
kala,4.4,TRAVEL_AND_LOCAL,8
kalinovka,4.8,DATING,8
lipovka,3.9,FAMILY,8
jiangkengcun,4.6,FAMILY,8
flores,4.3,PRODUCTIVITY,8
algodao,4.7,GAME,8
chorrillos,4.6,FAMILY,8
baker,4.4,FAMILY,8
flores,4.2,SPORTS,8
